"","Search","Program","Date","Title","Company","Location","Description"
"81","information security manager","MSCM","2022-09-01","Sr. Lead Information Security Analyst - File Integrity Monit...","WELLS FARGO BANK","Salt Lake City, UT","* At Wells Fargo, we are looking for talented people who will put our customers at the center of everything we do. We are seeking candidates who embrace diversity, equity and inclusion in a workplace where everyone feels valued and inspired. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you. * About this role: ..."
"82","security consultant","MSCM","2022-08-31","Ex. Commercial Security Consultant","ADT Security Services","West Valley City, UT 84081","* *  *   *    *     *      Company Overview: *      At ADT Commercial, we are in the business of helping people and organizations to protect what matters most to them. Building upon ADT’s 145-year legacy, we secure the livelihoods and futures of critical commercial environments, retail location, educational campuses, healthcare facilities and financial insti..."
"83","data analyst","MSBA","2022-08-31","Data Analyst III - 22-04835","Akraya Inc.","Remote in Salt Lake City, UT","* Primary Skills: Data Analysis, Reports, Problem Solving, Analytical*  Contract Type: W2*  Duration: 4 Months (May extend)*  Location: Remote*  NOTE: Role open to Women Back to Work candidates with a career gap* To follow up with any questions, please contact Gagan at (408) 816-2442* Work for a market leader!* JOB RESPONSIBILITIES:*  Day-to-Day Responsibili..."
"84","information security manager","MSCM","2022-08-31","Information Systems Security Manager, GBSD","Bechtel","Ogden, UT","* Requisition ID: 260929*  Requisition Posting End Date: 09/13/2022* *  Project Overview:*  Bechtel has joined the Northrop Grumman Corp. team preparing to deliver the U.S. Ground Based Strategic Deterrent (GBSD) system of inter-continental ballistic missiles, or ICBMs, and launch infrastructure. GBSD is a vital U.S. Air Force program designed to modernize t..."
"85","data analyst","MSBA","2022-08-31","Flight Data Analyst","Booz Allen Hamilton","Hill AFB, UT","* Key Role:*  Apply statistical and evaluative methodologies of security, reliability, and utilization of legacy systems used by the organization to determine if organizational needs can be more readily met by enhancing existing assets or if a replacement is more cost effective. Use data architecture and modeling as the framework for organizing and defining ..."
"86","data analyst","MSBA","2022-08-31","Senior Enterprise Data Analyst","Cambia Health Solutions","Salt Lake City, UT 84121","* *  Senior Enterprise Data Analyst* * *   Oregon, Washington, Idaho, Utah* * * *   The Enterprise Data Analyst Senior performs analytical and support functions to help the division and the company meet its goals. Incumbents are highly skilled resources capable of supporting and leading advancements in Cambia analysis, data management, and overall strategic ..."
"87","cybersecurity consultant","MSCM","2022-08-31","Cybersecurity Consultant-Energy, Sustainability & Infrastruc...","Guidehouse","Salt Lake City, UT","* Overview: * *   Guidehouse is a leading global provider of consulting services to the public and commercial markets with broad capabilities in management, technology, and risk consulting. We help clients address their toughest challenges and navigate significant regulatory pressures with a focus on transformational change, business resiliency, and technolo..."
"88","security consultant","MSCM","2022-08-31","Cybersecurity Consultant-Energy, Sustainability & Infrastruc...","Guidehouse","Salt Lake City, UT","* Overview: * *   Guidehouse is a leading global provider of consulting services to the public and commercial markets with broad capabilities in management, technology, and risk consulting. We help clients address their toughest challenges and navigate significant regulatory pressures with a focus on transformational change, business resiliency, and technolo..."
"89","data architect","MSIS","2022-08-31","Data Governance Analyst - Consultant","Intermountain Healthcare","Remote in West Valley City, UT","* Job Description: The Data Governance Analyst is responsible for the execution and support of data governance activities to drive adoption of best data governance principles within Intermountain Healthcare. * * Position is remote, however, Currently we are unable to consider candidates for remote opportunities in the following states: California, Hawaii, Ma..."
"90","data analyst","MSBA","2022-08-31","Data Governance Analyst - Consultant","Intermountain Healthcare","Remote in West Valley City, UT","* Job Description: The Data Governance Analyst is responsible for the execution and support of data governance activities to drive adoption of best data governance principles within Intermountain Healthcare. * * Position is remote, however, Currently we are unable to consider candidates for remote opportunities in the following states: California, Hawaii, Ma..."
"91","security consultant","MSCM","2022-08-31","Associate Security Consultant - NetSPI University","NetSPI, LLC","Lehi, UT 84043","NetSPI is a dynamic cyber security company headquartered in Minneapolis. We are a recognized leader in penetration testing and attack surface management. We specialize in premier offensive security testing, delivered by security experts, through a modern and unforgettable customer experience. NetSPI is going through a period of hypergrowth and to keep up wit..."
"92","chief information security officer","MSCM","2022-08-31","Chief Information Security Officer","Snap Finance","Salt Lake City, UT 84119","* Snap Finance is a rapidly growing FinTech company focused on digital disruption in the $1+ trillion financial services industry. Our proprietary technology platform and machine-learning decisioning algorithms are changing the face and pace of consumer retail finance. FinTech is the combination of technology and finance and is at the forefront of the next g..."
